twid	timestamp	predicted_event	predicted_city	latitude	longitude	predicted_faction
719517467522023428	1460395706.0	bombing	Mari`	36.4814643	37.1968431	0
687388239683039234	1452739102.0	diplomacy	Medaya, Maḑāyā	33.6890207	36.1015231	4
754409031486283776	1468714504.0	bombing	Manbij,Manbej,Manbi,Membidj,Memdidge,Menbidj,Menbij,Mennbidj,Minbej	36.5269242	37.9559288	1
651872679306371072	1444267932.0	bombing	Hamah	35.9841881	37.1244316	0
795579522909278210	1478533914.0	bombing	Rawdah	35.9	39.8083333	1
795579522909278210	1478533914.0	bombing	Harsta	33.5588742	36.3626524	1
739987992421470208	1465276260.0	bombing	Haritan,Harithan	36.2878977	37.0838387	1
699220793826402304	1455560202.0	bombing	Nu`man	36.464232	37.4330507	1
781975117035438080	1475286770.0	bombing	Manbij,Manbej,Manbi,Membidj,Memdidge,Menbidj,Menbij,Mennbidj,Minbej	36.5269242	37.9559288	2
748867519159607296	1467393304.0	bombing	Mellah, Mellâh, Mallāḩ	36.0678392	38.0865734	4
699205050200170496	1455556449.0	bombing	Nu`man	36.464232	37.4330507	1
776018691259531264	1473866648.0	bombing	Kafr	35.7291667	35.8583333	1
776685282510843904	1474025576.0	bombing	Homs	34.7333334	36.7166667	1
785087439777980417	1476028806.0	clash	Fourat	35.3605962	40.1058158	0
751372727114723330	1467990592.0	bombing	Manbij,Manbej,Manbi,Membidj,Memdidge,Menbidj,Menbij,Mennbidj,Minbej	36.5269242	37.9559288	2
749184501914427394	1467468879.0	bombing	Haritan,Harithan	36.2878977	37.0838387	1
665826608398381056	1447598408.0	bombing	Nu`man	36.464232	37.4330507	1
745969823574798336	1466702440.0	diplomacy	Jedid, Jédîd, Jadīd	35.8833333	38.3833333	1
705175023934447616	1456979801.0	bombing	Kafr	35.7291667	35.8583333	1
722471954708635648	1461100111.0	bombing	Nu`man	36.464232	37.4330507	1
722471954708635648	1461100111.0	bombing	Dayn	35.4833333	36	1
798127831859412994	1479141478.0	bombing	Fourat	35.3605962	40.1058158	1
766998487519129601	1471716064.0	bombing	Manbij,Manbej,Manbi,Membidj,Memdidge,Menbidj,Menbij,Mennbidj,Minbej	36.5269242	37.9559288	3
760520855336222720	1470171676.0	takeover	Huwayz	36.5666667	39.1666667	0
